ZNF355P_03	ENSG00000168122	to_protein
ZNF826_01	ENSG00000231205	to_protein
MEF2A_Q6	ENSG00000068305	to_protein
CRX_Q4_01	ENSG00000105392	to_protein
NR3C1_04	ENSG00000113580	to_protein
FOSJUN_02	ENSG00000177606	to_protein
NFKB_Q6_01	ENSG00000077150	to_protein
ZNF208_06	ENSG00000160321	to_protein
E2F1_Q3	ENSG00000101412	to_protein
CREB3_01	ENSG00000107175	to_protein
ZNF256_01	ENSG00000152454	to_protein
NF1B_Q6	ENSG00000147862	to_protein
ZNF419_02	ENSG00000105136	to_protein
CREBP1_01	ENSG00000115966	to_protein
OVOL3_01	ENSG00000105261	to_protein
CLOCKFIGLA_01	ENSG00000134852	to_protein
IPF1_06	ENSG00000139515	to_protein
ZNF320_02	ENSG00000182986	to_protein
ETV2HOXB13_01	ENSG00000105672	to_protein
COUPDR1_Q6	ENSG00000185551	to_protein
LXR_Q6	ENSG00000012504	to_protein
ZNF143_03	ENSG00000166478	to_protein
ETS_Q4	ENSG00000010030	to_protein
GCM2FOXI1_01	ENSG00000124827	to_protein
ZNF169_02	ENSG00000175787	to_protein
ATF3_01	ENSG00000162772	to_protein
E2F_Q6_01	ENSG00000101412	to_protein
RFX3_07	ENSG00000080298	to_protein
BATFJUN_01	ENSG00000156127	to_protein
HOXB13_04	ENSG00000159184	to_protein
NR4A2_02	ENSG00000153234	to_protein
NKX11_03	ENSG00000235608	to_protein
SP1_Q4_01	ENSG00000105866	to_protein
EBOX_Q6_01	ENSG00000111049	to_protein
FOXH1_Q6	ENSG00000160973	to_protein
ZNF235_03	ENSG00000159917	to_protein
PPARG_Q6	ENSG00000132170	to_protein
TCF17_04	ENSG00000169131	to_protein
TCF4_Q5_02	ENSG00000166949	to_protein
PEA3_Q6	ENSG00000175832	to_protein
NFAT5_02	ENSG00000102908	to_protein
AP2ALPHA_01	ENSG00000137203	to_protein
MESP1_01	ENSG00000166823	to_protein
CDX2_Q5_02	ENSG00000165556	to_protein
ZNF45_03	ENSG00000124459	to_protein
HOXC10EOMES_01	ENSG00000180818	to_protein
ZNF607_02	ENSG00000198182	to_protein
CRX_Q4_02	ENSG00000105392	to_protein
ZNF83_03	ENSG00000167766	to_protein
IRF1_Q6	ENSG00000125347	to_protein
NKX61_02	ENSG00000163623	to_protein
PRDM15_01	ENSG00000141956	to_protein
PRRX1_03	ENSG00000116132	to_protein
CREB1_Q6	ENSG00000118260	to_protein
GLI4_01	ENSG00000250571	to_protein
ZFP92_02	ENSG00000189420	to_protein
GCM1_05	ENSG00000137270	to_protein
SOX4_Q5_02	ENSG00000124766	to_protein
E2F1HES7_02	ENSG00000179111	to_protein
MAF_Q4	ENSG00000123405	to_protein
ATF3_Q6_02	ENSG00000162772	to_protein
PIT1_Q6	ENSG00000064835	to_protein
ZNF331_01	ENSG00000130844	to_protein
ZNFPT1_02	ENSG00000175691	to_protein
POU5F1_05	ENSG00000204531	to_protein
DREF_01	ENSG00000214717	to_protein
FLI1ETV7_01	ENSG00000151702	to_protein
ZNF570_02	ENSG00000171827	to_protein
NFY_C	ENSG00000001167	to_protein
POU2F1GSC2_01	ENSG00000063515	to_protein
NKX25_02	ENSG00000183072	to_protein
AR_11	ENSG00000169083	to_protein
ZNF561_01	ENSG00000171469	to_protein
ZNF791_03	ENSG00000173875	to_protein
STAT1_03	ENSG00000115415	to_protein
DR1_Q3	ENSG00000185551	to_protein
REVERBALPHA_Q6	ENSG00000126368	to_protein
SP1_02	ENSG00000185591	to_protein
E2F4DP1_01	ENSG00000198176	to_protein
ZNF341_01	ENSG00000131061	to_protein
ZXDA_02	ENSG00000198205	to_protein
TEAD4ERG_02	ENSG00000197905	to_protein
LRH1_Q5_01	ENSG00000116833	to_protein
PITX1EOMES_01	ENSG00000163508	to_protein
TBX15_01	ENSG00000092607	to_protein
LEF1_Q2_01	ENSG00000138795	to_protein
ZNF33A_02	ENSG00000189180	to_protein
ZBTB33_02	ENSG00000177485	to_protein
HMX1_02	ENSG00000215612	to_protein
HOXA3PAX5_01	ENSG00000196092	to_protein
ZNF721_05	ENSG00000182903	to_protein
NKX3A_Q3	ENSG00000167034	to_protein
ZNF788_01	ENSG00000214189	to_protein
TATA_C	ENSG00000197780	to_protein
ZNF619_02	ENSG00000177873	to_protein
ZNF524_03	ENSG00000171443	to_protein
MEIS2ONECUT2_01	ENSG00000134138	to_protein
IRF_Q4	ENSG00000213928	to_protein
ESRRA_06	ENSG00000173153	to_protein
ZNF879_03	ENSG00000234284	to_protein
TEF1_Q6_03	ENSG00000187079	to_protein
PLZF_02	ENSG00000109906	to_protein
HOXB4_01	ENSG00000182742	to_protein
ZNF713_01	ENSG00000178665	to_protein
TEAD4RFX5_01	ENSG00000143390	to_protein
ZNF345_01	ENSG00000251247	to_protein
EBOX_Q6_01	ENSG00000196628	to_protein
ZNF699_01	ENSG00000196110	to_protein
ZNF407_02	ENSG00000215421	to_protein
ETV2FIGLA_01	ENSG00000105672	to_protein
CART1_03	ENSG00000180318	to_protein
CEBP_Q3	ENSG00000172216	to_protein
STAT1_Q6	ENSG00000115415	to_protein
ZNF627_02	ENSG00000198551	to_protein
JUNBFRA1_01	ENSG00000175592	to_protein
MSX1_02	ENSG00000163132	to_protein
ONECUT1_01	ENSG00000169856	to_protein
ARNT_Q6_01	ENSG00000143437	to_protein
USF2_Q6	ENSG00000105698	to_protein
OCT_Q6	ENSG00000184486	to_protein
ZNF740_02	ENSG00000139651	to_protein
RXRG_03	ENSG00000143171	to_protein
EZI_05	ENSG00000181444	to_protein
CLOCKBMAL_Q6	ENSG00000133794	to_protein
RFX3SREBF2_01	ENSG00000198911	to_protein
EZI_04	ENSG00000181444	to_protein
TALLIKE_Q6	ENSG00000177551	to_protein
E2F6_01	ENSG00000169016	to_protein
GMEB2_01	ENSG00000101216	to_protein
PPARG_06	ENSG00000132170	to_protein
PAX_Q6	ENSG00000196092	to_protein
ZNF354B_01	ENSG00000178338	to_protein
PPARDR1_Q2	ENSG00000186350	to_protein
SOX_Q4	ENSG00000203883	to_protein
ZNF799_01	ENSG00000196466	to_protein
HFH8_01	ENSG00000103241	to_protein
IRF7_01	ENSG00000185507	to_protein
MEIS1MAX_01	ENSG00000125952	to_protein
SETDB1_01	ENSG00000143379	to_protein
ZNF300_03	ENSG00000145908	to_protein
PLAGL2_02	ENSG00000126003	to_protein
ETV5HOXA2_01	ENSG00000244405	to_protein
ZNF615_03	ENSG00000197619	to_protein
KLF15_Q2	ENSG00000163884	to_protein
COUP_01	ENSG00000175745	to_protein
ETV2ONECUT2_01	ENSG00000105672	to_protein
IRXB3_01	ENSG00000159387	to_protein
ZNF814_01	ENSG00000204514	to_protein
ELF2_02	ENSG00000109381	to_protein
RARG_Q3	ENSG00000172819	to_protein
AP2_Q3	ENSG00000087510	to_protein
ZNF366_02	ENSG00000178175	to_protein
ZNF443_03	ENSG00000180855	to_protein
USF2_03	ENSG00000105698	to_protein
CDP_02	ENSG00000257923	to_protein
ZBTB11_02	ENSG00000066422	to_protein
KLF_Q3	ENSG00000102349	to_protein
CUX1PITX1_01	ENSG00000257923	to_protein
POU2F1ETV1_01	ENSG00000143190	to_protein
ZNF772_03	ENSG00000197128	to_protein
FLI1_Q5	ENSG00000151702	to_protein
CETS1_Q6	ENSG00000134954	to_protein
UNCX41_01	ENSG00000164853	to_protein
ZBTB2_Q3_01	ENSG00000181472	to_protein
PAX3_02	ENSG00000135903	to_protein
FXR_Q2	ENSG00000012504	to_protein
SOX2_Q3_01	ENSG00000181449	to_protein
TBP_Q6	ENSG00000178913	to_protein
ESE1_02	ENSG00000163435	to_protein
ELF4_02	ENSG00000102034	to_protein
RORB_01	ENSG00000198963	to_protein
TAL1BETAE47_01	ENSG00000162367	to_protein
TFAP2CE2F8_01	ENSG00000129173	to_protein
TBX5_04	ENSG00000089225	to_protein
TEAD4ETV4_01	ENSG00000175832	to_protein
MAF_Q4	ENSG00000116044	to_protein
MEF2_Q6_03	ENSG00000116604	to_protein
HIF1_Q3	ENSG00000143437	to_protein
SP1_07	ENSG00000185591	to_protein
CLOCKNHLH1_01	ENSG00000171786	to_protein
AHRARNT_02	ENSG00000143437	to_protein
EVI1_03	ENSG00000085276	to_protein
MAF_Q4	ENSG00000106459	to_protein
P53_04	ENSG00000141510	to_protein
ZKSCAN3_01	ENSG00000189298	to_protein
ZNF676_02	ENSG00000196109	to_protein
ZNF43_02	ENSG00000198521	to_protein
ZNF808_01	ENSG00000198482	to_protein
ZNF534_01	ENSG00000198633	to_protein
ETV5_01	ENSG00000244405	to_protein
FOXP1_03	ENSG00000114861	to_protein
CLOCKTBX3_01	ENSG00000134852	to_protein
FOXJ2HOXB13_01	ENSG00000065970	to_protein
JUNFRA1_02	ENSG00000177606	to_protein
ZNF197_01	ENSG00000186448	to_protein
ZNF83_01	ENSG00000167766	to_protein
ZNF716_02	ENSG00000182111	to_protein
MEIS1AHOXA9_01	ENSG00000078399	to_protein
JUNB_Q6	ENSG00000171223	to_protein
HNF4ALPHA_Q6	ENSG00000101076	to_protein
MOX1_01	ENSG00000005102	to_protein
MAFG_01	ENSG00000197063	to_protein
CUX2_02	ENSG00000111249	to_protein
VSX1_05	ENSG00000100987	to_protein
ZBP89_Q4	ENSG00000163848	to_protein
AREB6_04	ENSG00000148516	to_protein
POU6F2_03	ENSG00000106536	to_protein
PBX3_04	ENSG00000167081	to_protein
SOX8_07	ENSG00000005513	to_protein
ZNF429_03	ENSG00000197013	to_protein
ELF3_02	ENSG00000163435	to_protein
GBX2_03	ENSG00000168505	to_protein
PXR_Q2	ENSG00000186350	to_protein
FOXA1_02	ENSG00000129514	to_protein
TEAD1_04	ENSG00000187079	to_protein
MAF_Q6_01	ENSG00000112182	to_protein
POU2F1SOX2_01	ENSG00000181449	to_protein
RELA_02	ENSG00000173039	to_protein
ZNF619_01	ENSG00000177873	to_protein
ZNF699_04	ENSG00000196110	to_protein
ZNF91_01	ENSG00000167232	to_protein
ETV2TEF_01	ENSG00000105672	to_protein
CEBPE_Q6_01	ENSG00000092067	to_protein
ETS1_07	ENSG00000134954	to_protein
ZIPRO1_05	ENSG00000166529	to_protein
CEBPG_Q6	ENSG00000153879	to_protein
EFC_Q6	ENSG00000132005	to_protein
ZEC_01	ENSG00000197483	to_protein
HMGIY_Q3_01	ENSG00000137309	to_protein
OSR2_05	ENSG00000164920	to_protein
FXRRXRA_01	ENSG00000012504	to_protein
ZNF232_01	ENSG00000167840	to_protein
CEBPD_01	ENSG00000221869	to_protein
DLX3_Q3	ENSG00000064195	to_protein
ZNF334_02	ENSG00000198185	to_protein
ZNF362_01	ENSG00000160094	to_protein
GCM2EOMES_01	ENSG00000124827	to_protein
RAD21_10	ENSG00000164754	to_protein
P53_03	ENSG00000141510	to_protein
ZNF14_02	ENSG00000105708	to_protein
TEAD3_01	ENSG00000007866	to_protein
JUNBFOS_01	ENSG00000170345	to_protein
MEIS1EVX1_01	ENSG00000143995	to_protein
MSC_01	ENSG00000178860	to_protein
ZNF253_02	ENSG00000256771	to_protein
YY1_02	ENSG00000100811	to_protein
HOXA3EOMES_01	ENSG00000163508	to_protein
ZNF549_01	ENSG00000121406	to_protein
YY2_02	ENSG00000230797	to_protein
POU2F1DLX2_01	ENSG00000115844	to_protein
PAX5_Q6	ENSG00000196092	to_protein
ZNF275_02	ENSG00000063587	to_protein
ETSLIKE_Q4	ENSG00000151702	to_protein
ETV5TCF3_01	ENSG00000244405	to_protein
TCF12_04	ENSG00000140262	to_protein
GLI_Q3	ENSG00000152977	to_protein
AHRHIF_Q6	ENSG00000106546	to_protein
ERR2_Q2	ENSG00000119715	to_protein
HOXC9_01	ENSG00000180806	to_protein
FXRRXR_Q5	ENSG00000186350	to_protein
GKLF_Q3	ENSG00000136826	to_protein
GABP_B	ENSG00000154727	to_protein
CUX1FOXO1_01	ENSG00000257923	to_protein
NKX32_02	ENSG00000109705	to_protein
GCM1SOX2_01	ENSG00000137270	to_protein
ZKSCAN1_02	ENSG00000106261	to_protein
ELK1PAX9_01	ENSG00000126767	to_protein
ZNF732_01	ENSG00000186777	to_protein
NCX_01	ENSG00000115297	to_protein
MNT_01	ENSG00000070444	to_protein
ZNF99_02	ENSG00000213973	to_protein
GCM2HOXA13_01	ENSG00000106031	to_protein
ZNF160_03	ENSG00000170949	to_protein
ZNF319_02	ENSG00000166188	to_protein
ZNF339_01	ENSG00000125850	to_protein
SOX_Q4	ENSG00000134532	to_protein
NFKAPPAB_01	ENSG00000173039	to_protein
E2F3HES7_01	ENSG00000179111	to_protein
AP2ALPHA_Q6	ENSG00000137203	to_protein
AHRHIF_Q6	ENSG00000143437	to_protein
T3R_Q6	ENSG00000186350	to_protein
CREBP1CJUN_01	ENSG00000177606	to_protein
ZNF599_03	ENSG00000153896	to_protein
GMEB2_04	ENSG00000101216	to_protein
RELA_04	ENSG00000173039	to_protein
IK_Q5	ENSG00000185811	to_protein
ZNF600_02	ENSG00000189190	to_protein
HOXD13_03	ENSG00000128714	to_protein
NANOG_01	ENSG00000111704	to_protein
CTCF_03	ENSG00000102974	to_protein
ZNF544_02	ENSG00000283515	to_protein
POU2F1DLX2_01	ENSG00000143190	to_protein
ZNF689_02	ENSG00000156853	to_protein
FREAC3_01	ENSG00000054598	to_protein
RFX3FIGLA_02	ENSG00000080298	to_protein
TFAP2A_04	ENSG00000137203	to_protein
PXR_Q2	ENSG00000025434	to_protein
CDP_Q6_01	ENSG00000257923	to_protein
ZNF555_02	ENSG00000186300	to_protein
E2F1NHLH1_01	ENSG00000101412	to_protein
YY1_08	ENSG00000100811	to_protein
FREAC7_01	ENSG00000176678	to_protein
HZF12_02	ENSG00000181896	to_protein
DEAF1_01	ENSG00000177030	to_protein
MEIS1AHOXA9_01	ENSG00000143995	to_protein
ZNF175_03	ENSG00000105497	to_protein
EBOX_Q6_01	ENSG00000113196	to_protein
MAFA_Q4_01	ENSG00000182759	to_protein
HOXD12ELK1_01	ENSG00000126767	to_protein
ZNF195_01	ENSG00000005801	to_protein
SOX_Q4	ENSG00000134595	to_protein
ZNF713_02	ENSG00000178665	to_protein
ETS_Q4	ENSG00000151702	to_protein
MGAPITX1_01	ENSG00000069011	to_protein
GCM2FIGLA_01	ENSG00000183733	to_protein
ZNF643_02	ENSG00000187801	to_protein
ERFSREBF2_02	ENSG00000198911	to_protein
E2F_02	ENSG00000007968	to_protein
ZNF669_01	ENSG00000188295	to_protein
ZNF646_02	ENSG00000167395	to_protein
ZNF304_03	ENSG00000131845	to_protein
ZNF471_02	ENSG00000196263	to_protein
COE1_Q6	ENSG00000164330	to_protein
ZNF114_01	ENSG00000178150	to_protein
ZNF515_Q6_01	ENSG00000107249	to_protein
ERR2_Q3	ENSG00000119715	to_protein
POU3F4_03	ENSG00000196767	to_protein
ZNF567_01	ENSG00000189042	to_protein
NFAT_Q4_01	ENSG00000101096	to_protein
ZNF99_01	ENSG00000213973	to_protein
FOXI1_03	ENSG00000168269	to_protein
PAX_Q6	ENSG00000007372	to_protein
ESRRG_01	ENSG00000196482	to_protein
JUNBFRA1_01	ENSG00000171223	to_protein
LHX6_05	ENSG00000106852	to_protein
KLF_Q3	ENSG00000109787	to_protein
ZNF235_01	ENSG00000159917	to_protein
BSX_03	ENSG00000188909	to_protein
TEAD4ETV7_01	ENSG00000197905	to_protein
HMGIY_Q6	ENSG00000137309	to_protein
E2F_Q6_01	ENSG00000205250	to_protein
JUNFRA2_01	ENSG00000177606	to_protein
TFAP4FLI1_01	ENSG00000151702	to_protein
SHOX_01	ENSG00000185960	to_protein
ETV4_01	ENSG00000175832	to_protein
ZNF141_02	ENSG00000131127	to_protein
CDP_04	ENSG00000257923	to_protein
HNF1_Q6	ENSG00000275410	to_protein
TBX5_Q5	ENSG00000089225	to_protein
ETV2SPDEF_01	ENSG00000124664	to_protein
ZNF284_03	ENSG00000186026	to_protein
MAF_Q6_01	ENSG00000156273	to_protein
JUNBFRA2_01	ENSG00000171223	to_protein
ZNF718_03	ENSG00000250312	to_protein
HOXA9_Q5_01	ENSG00000078399	to_protein
FOXM1_Q6	ENSG00000111206	to_protein
PAX6_Q2	ENSG00000007372	to_protein
EP300_11	ENSG00000100393	to_protein
HOXB2TCF3_01	ENSG00000173917	to_protein
FOXJ3ELF1_01	ENSG00000120690	to_protein
FOSL1_02	ENSG00000175592	to_protein
TCF3_Q6	ENSG00000152284	to_protein
HB9_01	ENSG00000130675	to_protein
MGAEVX1_01	ENSG00000174197	to_protein
ZNF331_02	ENSG00000130844	to_protein
PEG3_04	ENSG00000198300	to_protein
TEF5_Q2	ENSG00000007866	to_protein
ZNF136_01	ENSG00000196646	to_protein
ESRRA_12	ENSG00000173153	to_protein
SP1_Q6_01	ENSG00000105866	to_protein
ZNF251_02	ENSG00000198169	to_protein
PBX_Q3	ENSG00000260027	to_protein
STAT3STAT3_Q3	ENSG00000168610	to_protein
MAF_Q4	ENSG00000178573	to_protein
LXRDR4_Q3	ENSG00000025434	to_protein
ZNF44_02	ENSG00000197857	to_protein
NANOG_06	ENSG00000111704	to_protein
ZNF853_01	ENSG00000236609	to_protein
ZNF558_02	ENSG00000167785	to_protein
ZNF568_03	ENSG00000198453	to_protein
TATA_C	ENSG00000130699	to_protein
HINFP_02	ENSG00000172273	to_protein
EGR1_01	ENSG00000120738	to_protein
STAT5A_04	ENSG00000126561	to_protein
NFE2_Q6	ENSG00000198517	to_protein
NF1_Q6_02	ENSG00000141905	to_protein
ETV5HOXA13_01	ENSG00000106031	to_protein
TCF1_08	ENSG00000081059	to_protein
ZNF605_02	ENSG00000196458	to_protein
FOXO1ETV7_01	ENSG00000010030	to_protein
FOXO1FLI1_01	ENSG00000150907	to_protein
TCF11MAFG_01	ENSG00000082641	to_protein
GCM1MAX_03	ENSG00000137270	to_protein
PPARDR1_Q2	ENSG00000132170	to_protein
BMAL1CLOCK_01	ENSG00000134852	to_protein
SMAD4_Q4	ENSG00000141646	to_protein
ZNF35_03	ENSG00000169981	to_protein
CFOSCJUN_Q5	ENSG00000177606	to_protein
ZNF236_04	ENSG00000130856	to_protein
GATA3_10	ENSG00000107485	to_protein
RFX2_05	ENSG00000087903	to_protein
ZNF195_03	ENSG00000005801	to_protein
TATA_C	ENSG00000148835	to_protein
CTBP1_Q3	ENSG00000159692	to_protein
ZFY_02	ENSG00000067646	to_protein
RAD21_03	ENSG00000164754	to_protein
EMX1_02	ENSG00000135638	to_protein
VAX1_03	ENSG00000148704	to_protein
ZNF184_01	ENSG00000096654	to_protein
ZNF580_01	ENSG00000213015	to_protein
ZNF267_02	ENSG00000185947	to_protein
HOXB2PAX1_02	ENSG00000125813	to_protein
ZNF425_03	ENSG00000204947	to_protein
INSM1_01	ENSG00000173404	to_protein
GRHL1_01	ENSG00000134317	to_protein
RFX4_05	ENSG00000111783	to_protein
AHRHIF_Q6	ENSG00000063438	to_protein
TBP_Q6	ENSG00000112592	to_protein
MMEF2_Q6	ENSG00000068305	to_protein
COUPTF_Q6	ENSG00000185551	to_protein
HNF6_Q4	ENSG00000169856	to_protein
SP1_Q3	ENSG00000185591	to_protein
ZNF545_02	ENSG00000181007	to_protein
ETV5DRGX_01	ENSG00000165606	to_protein
OCT1_03	ENSG00000143190	to_protein
ZNF224_05	ENSG00000267680	to_protein
ZNF502_04	ENSG00000196653	to_protein
ZNF696_02	ENSG00000185730	to_protein
AP4_Q6_02	ENSG00000090447	to_protein
ZNF540_01	ENSG00000171817	to_protein
GATA3_09	ENSG00000107485	to_protein
BARHL2_05	ENSG00000143032	to_protein
E2F_02	ENSG00000205250	to_protein
EHF_08	ENSG00000135373	to_protein
RFX_Q6_01	ENSG00000143390	to_protein
HOXA10_Q6	ENSG00000253293	to_protein
ZNF43_04	ENSG00000198521	to_protein
ICSBP_Q6	ENSG00000140968	to_protein
GLI1_01	ENSG00000111087	to_protein
MIXL1_01	ENSG00000185155	to_protein
FKHL5_Q3	ENSG00000103241	to_protein
EGR3_Q3	ENSG00000179388	to_protein
EGR1_02	ENSG00000120738	to_protein
IRF_Q6	ENSG00000117595	to_protein
DLX1_01	ENSG00000144355	to_protein
CTIP2_02	ENSG00000127152	to_protein
HOXD11_03	ENSG00000128713	to_protein
ZNF560_02	ENSG00000198028	to_protein
VAX2_01	ENSG00000116035	to_protein
TAL1GATA1_02	ENSG00000102145	to_protein
ZNF780A_01	ENSG00000197782	to_protein
HOXB2ESRRB_01	ENSG00000173917	to_protein
CEBPB_07	ENSG00000172216	to_protein
OSX_01	ENSG00000170374	to_protein
ISRE_01	ENSG00000213928	to_protein
NFY_Q6_01	ENSG00000066136	to_protein
PAX_Q6	ENSG00000135903	to_protein
CUX1FOXO6_01	ENSG00000204060	to_protein
PROP1_Q2	ENSG00000175325	to_protein
ZNF135_03	ENSG00000176293	to_protein
SOX2_04	ENSG00000181449	to_protein
ZNF157_01	ENSG00000147117	to_protein
ZNF135_01	ENSG00000176293	to_protein
SOX15_Q3	ENSG00000129194	to_protein
AML1_Q4	ENSG00000159216	to_protein
CEBPA_01	ENSG00000245848	to_protein
T3R_Q6	ENSG00000126351	to_protein
ZFP1_01	ENSG00000184517	to_protein
ZNF679_02	ENSG00000197123	to_protein
ZNF442_03	ENSG00000198342	to_protein
ZNF835_02	ENSG00000127903	to_protein
ZNF471_03	ENSG00000196263	to_protein
VIK_01	ENSG00000197343	to_protein
RXRA_06	ENSG00000186350	to_protein
CLOCK_Q6	ENSG00000134852	to_protein
ZXDL_01	ENSG00000070476	to_protein
HEN1_02	ENSG00000171786	to_protein
PEBP_Q6	ENSG00000020633	to_protein
ERBETA_Q5_01	ENSG00000140009	to_protein
JUNBFOS_02	ENSG00000171223	to_protein
HIF1AARNT_01	ENSG00000143437	to_protein
TFAP2CDRGX_01	ENSG00000165606	to_protein
BTEB3_Q5	ENSG00000169926	to_protein
AHRARNT_02	ENSG00000106546	to_protein
TFIIIA_03	ENSG00000122034	to_protein
NFY_C	ENSG00000120837	to_protein
MECP2_01	ENSG00000169057	to_protein
ZNF658_02	ENSG00000274349	to_protein
ZNF324B_02	ENSG00000249471	to_protein
IRF_Q4	ENSG00000128604	to_protein
ZNF99_04	ENSG00000213973	to_protein
SOX14_06	ENSG00000168875	to_protein
RARA_07	ENSG00000131759	to_protein
SOX7_07	ENSG00000171056	to_protein
ZNF33B_02	ENSG00000196693	to_protein
GCM2ELK1_01	ENSG00000124827	to_protein
IRF3_Q3	ENSG00000126456	to_protein
HOXA3PAX5_01	ENSG00000105997	to_protein
PRDM4_01	ENSG00000110851	to_protein
PITX1_01	ENSG00000069011	to_protein
HIC1_03	ENSG00000177374	to_protein
XBP1_01	ENSG00000100219	to_protein
PAX8_01	ENSG00000125618	to_protein
ATF3_Q6_01	ENSG00000162772	to_protein
KLF3_Q3_01	ENSG00000109787	to_protein
NFY_Q3	ENSG00000120837	to_protein
ZNF233_02	ENSG00000159915	to_protein
FOXB1_02	ENSG00000171956	to_protein
SP3_Q3	ENSG00000172845	to_protein
NR3C1_06	ENSG00000113580	to_protein
ZBTB18_01	ENSG00000179456	to_protein
HNF4_Q6_03	ENSG00000101076	to_protein
P50P50_Q3	ENSG00000109320	to_protein
BACH1_02	ENSG00000156273	to_protein
